y_pm25,x_aod,sensor_type
170.5,801.0,low-cost sensor
68.2,495.0,low-cost sensor
71.9,495.0,low-cost sensor
78.7,321.0,low-cost sensor
50.0,186.0,low-cost sensor
57.0,138.0,low-cost sensor
43.5,365.0,low-cost sensor
45.5,365.0,low-cost sensor
52.6,227.0,low-cost sensor
57.6,227.0,low-cost sensor
44.5,273.0,low-cost sensor
47.6,315.0,low-cost sensor
47.2,315.0,low-cost sensor
42.2,322.0,low-cost sensor
46.0,322.0,low-cost sensor
67.3,654.0,low-cost sensor
87.3,654.0,low-cost sensor
114.2,923.0,low-cost sensor
100.5,923.0,low-cost sensor
114.9,901.0,low-cost sensor
127.7,901.0,low-cost sensor
70.2,519.0,low-cost sensor
55.3,162.0,low-cost sensor
57.3,162.0,low-cost sensor
55.4,653.0,low-cost sensor
56.9,653.0,low-cost sensor
97.5,786.0,low-cost sensor
89.7,786.0,low-cost sensor
50.9,451.0,low-cost sensor
58.5,883.0,low-cost sensor
74.1,883.0,low-cost sensor
93.2,883.0,low-cost sensor
35.3,432.0,low-cost sensor
35.2,432.0,low-cost sensor
180.5,1253.0,low-cost sensor
195.6,1253.0,low-cost sensor
227.4,1710.0,low-cost sensor
257.0,1710.0,low-cost sensor
132.0,1333.0,low-cost sensor
221.8,1589.0,low-cost sensor
250.5,1589.0,low-cost sensor
294.8,1388.0,low-cost sensor
356.4,1388.0,low-cost sensor
189.3,979.0,low-cost sensor
234.5,979.0,low-cost sensor
104.3,1097.0,low-cost sensor
128.9,1097.0,low-cost sensor
158.3,1567.0,low-cost sensor
103.8,966.0,low-cost sensor
117.5,966.0,low-cost sensor
142.7,685.0,low-cost sensor
139.9,685.0,low-cost sensor
96.1,1003.0,low-cost sensor
96.8,1003.0,low-cost sensor
98.3,1003.0,low-cost sensor
133.4,622.0,low-cost sensor
151.5,622.0,low-cost sensor
16.9,260.0,low-cost sensor
18.3,260.0,low-cost sensor
17.9,233.0,low-cost sensor
16.5,233.0,low-cost sensor
20.8,258.0,low-cost sensor
19.7,258.0,low-cost sensor
9.4,291.0,low-cost sensor
9.1,291.0,low-cost sensor
12.8,229.0,low-cost sensor
4.7,86.0,low-cost sensor
3.6,86.0,low-cost sensor
4.6,129.0,low-cost sensor
6.7,129.0,low-cost sensor
7.2,129.0,low-cost sensor
3.4,92.0,low-cost sensor
2.6,92.0,low-cost sensor
2.7,28.0,low-cost sensor
4.4,28.0,low-cost sensor
30.0,143.0,low-cost sensor
30.4,143.0,low-cost sensor
29.1,28.0,low-cost sensor
27.2,28.0,low-cost sensor
28.6,81.0,low-cost sensor
26.5,81.0,low-cost sensor
21.9,37.0,low-cost sensor
23.3,37.0,low-cost sensor
26.7,37.0,low-cost sensor
28.3,114.0,low-cost sensor
29.4,114.0,low-cost sensor
28.1,114.0,low-cost sensor
26.7,280.0,low-cost sensor
25.6,280.0,low-cost sensor
23.6,280.0,low-cost sensor
23.0,174.0,low-cost sensor
23.6,174.0,low-cost sensor
25.0,176.0,low-cost sensor
28.5,176.0,low-cost sensor
27.1,174.0,low-cost sensor
28.2,174.0,low-cost sensor
26.5,235.0,low-cost sensor
29.0,235.0,low-cost sensor
19.3,174.0,low-cost sensor
20.0,174.0,low-cost sensor
12.2,23.0,low-cost sensor
11.7,23.0,low-cost sensor
16.2,24.0,low-cost sensor
20.8,24.0,low-cost sensor
16.5,104.0,low-cost sensor
15.0,104.0,low-cost sensor
13.9,69.0,low-cost sensor
15.7,69.0,low-cost sensor
11.1,7.0,low-cost sensor
14.5,7.0,low-cost sensor
16.1,30.0,low-cost sensor
17.2,30.0,low-cost sensor
12.9,104.0,low-cost sensor
12.5,104.0,low-cost sensor
15.1,117.0,low-cost sensor
10.9,117.0,low-cost sensor
18.6,161.0,low-cost sensor
13.9,161.0,low-cost sensor
13.9,44.0,low-cost sensor
16.8,44.0,low-cost sensor
21.4,166.0,low-cost sensor
21.7,166.0,low-cost sensor
26.1,208.0,low-cost sensor
23.5,208.0,low-cost sensor
15.0,111.0,low-cost sensor
16.4,111.0,low-cost sensor
10.7,160.0,low-cost sensor
14.5,97.0,low-cost sensor
11.4,97.0,low-cost sensor
11.7,137.0,low-cost sensor
10.9,137.0,low-cost sensor
11.3,86.0,low-cost sensor
9.9,174.0,low-cost sensor
9.6,174.0,low-cost sensor
3.9,119.0,low-cost sensor
3.4,119.0,low-cost sensor
27.3,108.0,low-cost sensor
31.1,108.0,low-cost sensor
31.3,138.0,low-cost sensor
33.2,138.0,low-cost sensor
29.6,139.0,low-cost sensor
31.1,139.0,low-cost sensor
34.5,165.0,low-cost sensor
34.3,165.0,low-cost sensor
36.6,176.0,low-cost sensor
36.5,186.0,low-cost sensor
39.0,186.0,low-cost sensor
36.9,184.0,low-cost sensor
35.2,184.0,low-cost sensor
34.0,118.0,low-cost sensor
34.0,118.0,low-cost sensor
35.5,161.0,low-cost sensor
34.2,161.0,low-cost sensor
33.3,161.0,low-cost sensor
30.7,205.0,low-cost sensor
30.2,205.0,low-cost sensor
30.8,175.0,low-cost sensor
31.6,175.0,low-cost sensor
33.7,175.0,low-cost sensor
32.5,79.0,low-cost sensor
32.9,131.0,low-cost sensor
33.7,131.0,low-cost sensor
20.5,157.0,low-cost sensor
21.9,157.0,low-cost sensor
27.7,99.0,low-cost sensor
28.8,99.0,low-cost sensor
23.0,153.0,low-cost sensor
26.7,153.0,low-cost sensor
31.7,186.0,low-cost sensor
29.5,186.0,low-cost sensor
26.9,181.0,low-cost sensor
32.0,181.0,low-cost sensor
31.2,216.0,low-cost sensor
29.8,216.0,low-cost sensor
28.5,142.0,low-cost sensor
25.8,142.0,low-cost sensor
27.2,236.0,low-cost sensor
26.2,236.0,low-cost sensor
25.9,79.0,low-cost sensor
28.8,79.0,low-cost sensor
37.5,237.0,low-cost sensor
41.1,237.0,low-cost sensor
37.8,357.0,low-cost sensor
35.4,357.0,low-cost sensor
33.5,357.0,low-cost sensor
22.8,265.0,low-cost sensor
18.6,265.0,low-cost sensor
11.2,87.0,low-cost sensor
11.3,87.0,low-cost sensor
19.0,205.0,low-cost sensor
22.0,205.0,low-cost sensor
27.8,156.0,low-cost sensor
29.8,156.0,low-cost sensor
21.7,141.0,low-cost sensor
18.6,103.0,low-cost sensor
20.6,103.0,low-cost sensor
30.2,174.0,low-cost sensor
29.0,174.0,low-cost sensor
30.7,139.0,low-cost sensor
30.6,139.0,low-cost sensor
23.9,24.0,low-cost sensor
23.8,24.0,low-cost sensor
19.6,51.0,low-cost sensor
21.9,51.0,low-cost sensor
16.2,47.0,low-cost sensor
16.1,47.0,low-cost sensor
16.4,0.0,low-cost sensor
18.8,0.0,low-cost sensor
20.4,44.0,low-cost sensor
21.2,44.0,low-cost sensor
27.2,64.0,low-cost sensor
24.7,64.0,low-cost sensor
22.5,153.0,low-cost sensor
21.8,153.0,low-cost sensor
33.2,317.0,low-cost sensor
29.3,317.0,low-cost sensor
30.2,338.0,low-cost sensor
26.3,338.0,low-cost sensor
40.2,324.0,low-cost sensor
24.0,64.0,low-cost sensor
21.6,89.0,low-cost sensor
25.4,89.0,low-cost sensor
20.8,22.0,low-cost sensor
22.8,22.0,low-cost sensor
25.0,71.0,low-cost sensor
26.2,71.0,low-cost sensor
26.2,3.0,low-cost sensor
28.8,3.0,low-cost sensor
27.5,3.0,low-cost sensor
26.7,55.0,low-cost sensor
27.5,55.0,low-cost sensor
28.2,55.0,low-cost sensor
26.2,72.0,low-cost sensor
27.2,72.0,low-cost sensor
29.9,72.0,low-cost sensor
29.0,72.0,low-cost sensor
31.5,234.0,low-cost sensor
32.0,234.0,low-cost sensor
32.9,249.0,low-cost sensor
30.9,249.0,low-cost sensor
29.1,329.0,low-cost sensor
27.1,329.0,low-cost sensor
27.2,125.0,low-cost sensor
27.7,125.0,low-cost sensor
27.6,157.0,low-cost sensor
21.3,119.0,low-cost sensor
22.3,119.0,low-cost sensor
19.7,12.0,low-cost sensor
21.1,12.0,low-cost sensor
24.3,71.0,low-cost sensor
25.5,71.0,low-cost sensor
20.5,65.0,low-cost sensor
25.5,65.0,low-cost sensor
25.5,76.0,low-cost sensor
27.9,76.0,low-cost sensor
63.2,389.0,low-cost sensor
62.2,389.0,low-cost sensor
62.9,467.0,low-cost sensor
59.0,467.0,low-cost sensor
65.0,729.0,low-cost sensor
66.7,729.0,low-cost sensor
56.7,301.0,low-cost sensor
73.4,301.0,low-cost sensor
63.7,372.0,low-cost sensor
61.2,372.0,low-cost sensor
41.0,134.0,low-cost sensor
40.8,134.0,low-cost sensor
42.8,57.0,low-cost sensor
41.5,133.0,low-cost sensor
40.3,133.0,low-cost sensor
47.9,138.0,low-cost sensor
48.6,145.0,low-cost sensor
35.0,312.0,low-cost sensor
24.3,4.0,low-cost sensor
35.1,52.0,low-cost sensor
44.2,195.0,low-cost sensor
37.7,94.0,low-cost sensor
35.9,94.0,low-cost sensor
31.5,66.0,low-cost sensor
29.0,66.0,low-cost sensor
35.5,77.0,low-cost sensor
30.1,77.0,low-cost sensor
39.5,95.0,low-cost sensor
41.1,175.0,low-cost sensor
48.0,149.0,low-cost sensor
41.1,229.0,low-cost sensor
39.7,229.0,low-cost sensor
40.4,220.0,low-cost sensor
39.8,220.0,low-cost sensor
36.3,214.0,low-cost sensor
41.2,127.0,low-cost sensor
42.1,127.0,low-cost sensor
42.2,172.0,low-cost sensor
40.1,172.0,low-cost sensor
44.3,263.0,low-cost sensor
42.4,263.0,low-cost sensor
45.4,331.0,low-cost sensor
44.0,100.0,low-cost sensor
44.6,100.0,low-cost sensor
42.4,144.0,low-cost sensor
41.5,144.0,low-cost sensor
39.2,133.0,low-cost sensor
37.2,60.0,low-cost sensor
37.1,60.0,low-cost sensor
34.0,71.0,low-cost sensor
38.7,69.0,low-cost sensor
34.8,110.0,low-cost sensor
17.3,59.0,low-cost sensor
17.8,59.0,low-cost sensor
18.2,232.0,low-cost sensor
19.0,232.0,low-cost sensor
44.8,318.0,low-cost sensor
84.9,319.0,low-cost sensor
101.4,319.0,low-cost sensor
135.3,1358.0,low-cost sensor
183.9,1358.0,low-cost sensor
207.7,1101.0,low-cost sensor
151.3,1101.0,low-cost sensor
216.7,1269.0,low-cost sensor
199.4,1269.0,low-cost sensor
242.6,1134.0,low-cost sensor
256.9,1134.0,low-cost sensor
176.1,933.0,low-cost sensor
55.5,313.0,low-cost sensor
64.4,313.0,low-cost sensor
205.7,369.0,low-cost sensor
167.9,369.0,low-cost sensor
110.1,392.0,low-cost sensor
150.5,392.0,low-cost sensor
112.0,392.0,low-cost sensor
55.4,291.0,low-cost sensor
59.7,291.0,low-cost sensor
110.2,289.0,low-cost sensor
113.0,289.0,low-cost sensor
121.9,903.0,low-cost sensor
192.3,903.0,low-cost sensor
161.5,829.0,low-cost sensor
115.5,829.0,low-cost sensor
95.0,478.0,low-cost sensor
110.2,478.0,low-cost sensor
55.5,290.0,low-cost sensor
54.9,204.0,low-cost sensor
55.3,178.0,low-cost sensor
55.7,244.0,low-cost sensor
60.1,244.0,low-cost sensor
51.1,310.0,low-cost sensor
51.9,334.0,low-cost sensor
56.1,334.0,low-cost sensor
45.4,312.0,low-cost sensor
44.1,312.0,low-cost sensor
79.9,700.0,low-cost sensor
95.1,700.0,low-cost sensor
111.8,896.0,low-cost sensor
111.5,896.0,low-cost sensor
127.0,903.0,low-cost sensor
127.4,903.0,low-cost sensor
55.4,270.0,low-cost sensor
56.7,270.0,low-cost sensor
92.9,785.0,low-cost sensor
91.9,785.0,low-cost sensor
52.9,480.0,low-cost sensor
65.3,896.0,low-cost sensor
85.4,896.0,low-cost sensor
97.2,896.0,low-cost sensor
39.7,440.0,low-cost sensor
37.0,440.0,low-cost sensor
204.1,1688.0,low-cost sensor
226.0,1688.0,low-cost sensor
138.3,1208.0,low-cost sensor
224.1,1644.0,low-cost sensor
235.0,1644.0,low-cost sensor
268.0,1352.0,low-cost sensor
313.8,1352.0,low-cost sensor
203.1,996.0,low-cost sensor
246.9,996.0,low-cost sensor
125.3,1192.0,low-cost sensor
139.4,1192.0,low-cost sensor
162.0,1573.0,low-cost sensor
115.8,917.0,low-cost sensor
131.7,917.0,low-cost sensor
138.8,635.0,low-cost sensor
153.4,635.0,low-cost sensor
106.3,1079.0,low-cost sensor
106.5,1079.0,low-cost sensor
112.5,1079.0,low-cost sensor
134.3,580.0,low-cost sensor
145.1,580.0,low-cost sensor
30.1,447.0,low-cost sensor
29.1,447.0,low-cost sensor
21.4,215.0,low-cost sensor
22.6,215.0,low-cost sensor
32.3,294.0,low-cost sensor
34.6,294.0,low-cost sensor
18.9,435.0,low-cost sensor
14.3,67.0,low-cost sensor
17.2,67.0,low-cost sensor
13.0,76.0,low-cost sensor
14.5,76.0,low-cost sensor
34.1,140.0,low-cost sensor
27.7,140.0,low-cost sensor
18.0,178.0,low-cost sensor
22.8,178.0,low-cost sensor
7.2,114.0,low-cost sensor
5.3,114.0,low-cost sensor
9.9,116.0,low-cost sensor
9.5,116.0,low-cost sensor
13.2,116.0,low-cost sensor
6.5,17.0,low-cost sensor
8.8,17.0,low-cost sensor
80.9,229.0,low-cost sensor
95.9,229.0,low-cost sensor
34.1,45.0,low-cost sensor
31.9,45.0,low-cost sensor
35.9,40.0,low-cost sensor
39.2,40.0,low-cost sensor
28.5,28.0,low-cost sensor
30.8,28.0,low-cost sensor
34.5,28.0,low-cost sensor
39.2,158.0,low-cost sensor
39.4,158.0,low-cost sensor
41.1,158.0,low-cost sensor
35.7,240.0,low-cost sensor
37.8,240.0,low-cost sensor
38.7,240.0,low-cost sensor
36.6,147.0,low-cost sensor
33.0,147.0,low-cost sensor
25.1,294.0,low-cost sensor
31.6,294.0,low-cost sensor
42.0,167.0,low-cost sensor
46.2,167.0,low-cost sensor
32.5,104.0,low-cost sensor
26.5,104.0,low-cost sensor
38.0,220.0,low-cost sensor
43.8,220.0,low-cost sensor
24.8,139.0,low-cost sensor
28.9,139.0,low-cost sensor
19.5,21.0,low-cost sensor
18.1,21.0,low-cost sensor
26.9,11.0,low-cost sensor
28.0,11.0,low-cost sensor
18.3,116.0,low-cost sensor
25.3,116.0,low-cost sensor
28.8,62.0,low-cost sensor
24.5,62.0,low-cost sensor
24.5,0.0,low-cost sensor
24.2,0.0,low-cost sensor
30.1,0.0,low-cost sensor
31.5,0.0,low-cost sensor
22.2,29.0,low-cost sensor
24.3,29.0,low-cost sensor
19.4,101.0,low-cost sensor
21.2,101.0,low-cost sensor
13.0,145.0,low-cost sensor
17.0,145.0,low-cost sensor
17.3,145.0,low-cost sensor
18.4,151.0,low-cost sensor
20.5,151.0,low-cost sensor
32.9,86.0,low-cost sensor
25.5,86.0,low-cost sensor
189.4,198.0,low-cost sensor
153.6,198.0,low-cost sensor
209.4,271.0,low-cost sensor
154.3,271.0,low-cost sensor
28.5,175.0,low-cost sensor
29.9,175.0,low-cost sensor
33.1,125.0,low-cost sensor
37.0,125.0,low-cost sensor
34.9,231.0,low-cost sensor
28.4,118.0,low-cost sensor
27.8,118.0,low-cost sensor
18.3,99.0,low-cost sensor
18.1,82.0,low-cost sensor
13.8,82.0,low-cost sensor
18.9,132.0,low-cost sensor
21.2,132.0,low-cost sensor
17.2,40.0,low-cost sensor
12.6,153.0,low-cost sensor
16.8,153.0,low-cost sensor
10.0,102.0,low-cost sensor
10.8,102.0,low-cost sensor
27.6,135.0,low-cost sensor
32.9,135.0,low-cost sensor
35.4,140.0,low-cost sensor
40.4,140.0,low-cost sensor
45.9,184.0,low-cost sensor
47.0,184.0,low-cost sensor
40.6,206.0,low-cost sensor
42.3,206.0,low-cost sensor
49.1,247.0,low-cost sensor
54.0,247.0,low-cost sensor
37.7,186.0,low-cost sensor
38.4,186.0,low-cost sensor
63.6,196.0,low-cost sensor
56.2,196.0,low-cost sensor
62.4,196.0,low-cost sensor
34.6,181.0,low-cost sensor
41.9,181.0,low-cost sensor
45.4,181.0,low-cost sensor
34.0,128.0,low-cost sensor
42.9,202.0,low-cost sensor
43.8,202.0,low-cost sensor
30.1,279.0,low-cost sensor
27.7,279.0,low-cost sensor
30.0,255.0,low-cost sensor
20.6,119.0,low-cost sensor
29.8,119.0,low-cost sensor
35.8,112.0,low-cost sensor
42.6,112.0,low-cost sensor
20.1,182.0,low-cost sensor
27.3,182.0,low-cost sensor
37.5,231.0,low-cost sensor
42.6,231.0,low-cost sensor
28.1,196.0,low-cost sensor
33.3,196.0,low-cost sensor
37.5,240.0,low-cost sensor
39.3,240.0,low-cost sensor
34.7,173.0,low-cost sensor
31.1,173.0,low-cost sensor
38.1,310.0,low-cost sensor
40.6,310.0,low-cost sensor
29.3,97.0,low-cost sensor
33.6,97.0,low-cost sensor
49.9,278.0,low-cost sensor
53.2,278.0,low-cost sensor
51.9,343.0,low-cost sensor
46.5,343.0,low-cost sensor
48.1,408.0,low-cost sensor
48.4,408.0,low-cost sensor
47.6,408.0,low-cost sensor
37.9,284.0,low-cost sensor
36.2,274.0,low-cost sensor
34.5,274.0,low-cost sensor
13.4,63.0,low-cost sensor
15.4,63.0,low-cost sensor
28.3,132.0,low-cost sensor
29.4,132.0,low-cost sensor
46.3,216.0,low-cost sensor
42.6,216.0,low-cost sensor
38.5,221.0,low-cost sensor
42.8,221.0,low-cost sensor
27.9,197.0,low-cost sensor
36.2,197.0,low-cost sensor
30.2,148.0,low-cost sensor
35.0,148.0,low-cost sensor
43.0,288.0,low-cost sensor
42.2,288.0,low-cost sensor
29.0,143.0,low-cost sensor
26.7,44.0,low-cost sensor
33.6,44.0,low-cost sensor
41.5,178.0,low-cost sensor
41.4,178.0,low-cost sensor
56.4,545.0,low-cost sensor
53.2,545.0,low-cost sensor
55.3,230.0,low-cost sensor
23.4,230.0,low-cost sensor
13.8,133.0,low-cost sensor
13.4,133.0,low-cost sensor
12.9,53.0,low-cost sensor
15.6,53.0,low-cost sensor
9.9,61.0,low-cost sensor
9.8,61.0,low-cost sensor
14.5,97.0,low-cost sensor
14.3,97.0,low-cost sensor
10.8,105.0,low-cost sensor
13.7,105.0,low-cost sensor
18.3,103.0,low-cost sensor
20.0,103.0,low-cost sensor
19.6,217.0,low-cost sensor
20.4,206.0,low-cost sensor
18.5,206.0,low-cost sensor
22.5,370.0,low-cost sensor
29.1,370.0,low-cost sensor
25.6,292.0,low-cost sensor
16.5,92.0,low-cost sensor
15.1,164.0,low-cost sensor
17.0,164.0,low-cost sensor
14.5,81.0,low-cost sensor
15.1,81.0,low-cost sensor
17.1,152.0,low-cost sensor
19.4,152.0,low-cost sensor
15.6,82.0,low-cost sensor
15.9,82.0,low-cost sensor
20.7,82.0,low-cost sensor
16.7,76.0,low-cost sensor
19.5,76.0,low-cost sensor
21.5,76.0,low-cost sensor
18.3,154.0,low-cost sensor
20.1,154.0,low-cost sensor
17.5,196.0,low-cost sensor
20.1,196.0,low-cost sensor
21.4,300.0,low-cost sensor
25.2,300.0,low-cost sensor
40.3,411.0,low-cost sensor
61.1,411.0,low-cost sensor
30.7,252.0,low-cost sensor
29.3,252.0,low-cost sensor
37.1,174.0,low-cost sensor
39.4,174.0,low-cost sensor
27.1,205.0,low-cost sensor
29.5,205.0,low-cost sensor
33.7,157.0,low-cost sensor
29.5,193.0,low-cost sensor
35.7,193.0,low-cost sensor
20.8,111.0,low-cost sensor
24.9,111.0,low-cost sensor
40.5,106.0,low-cost sensor
48.8,106.0,low-cost sensor
23.0,89.0,low-cost sensor
26.9,89.0,low-cost sensor
34.8,113.0,low-cost sensor
40.7,113.0,low-cost sensor
37.7,434.0,low-cost sensor
39.4,434.0,low-cost sensor
48.7,587.0,low-cost sensor
37.7,480.0,low-cost sensor
36.3,480.0,low-cost sensor
37.4,380.0,low-cost sensor
47.9,380.0,low-cost sensor
64.4,392.0,low-cost sensor
61.1,392.0,low-cost sensor
22.9,127.0,low-cost sensor
22.8,127.0,low-cost sensor
42.3,74.0,low-cost sensor
21.9,88.0,low-cost sensor
24.5,88.0,low-cost sensor
27.1,162.0,low-cost sensor
33.9,193.0,low-cost sensor
26.6,221.0,low-cost sensor
16.8,46.0,low-cost sensor
21.2,42.0,low-cost sensor
25.4,240.0,low-cost sensor
31.7,87.0,low-cost sensor
126.5,87.0,low-cost sensor
18.4,57.0,low-cost sensor
18.6,57.0,low-cost sensor
20.4,74.0,low-cost sensor
17.4,74.0,low-cost sensor
26.3,115.0,low-cost sensor
28.3,164.0,low-cost sensor
28.7,172.0,low-cost sensor
40.2,283.0,low-cost sensor
39.7,283.0,low-cost sensor
23.3,234.0,low-cost sensor
23.0,234.0,low-cost sensor
36.4,195.0,low-cost sensor
24.0,134.0,low-cost sensor
28.0,134.0,low-cost sensor
32.5,172.0,low-cost sensor
28.9,172.0,low-cost sensor
173.7,280.0,low-cost sensor
173.8,280.0,low-cost sensor
29.6,282.0,low-cost sensor
24.4,158.0,low-cost sensor
25.4,158.0,low-cost sensor
26.2,156.0,low-cost sensor
27.1,156.0,low-cost sensor
22.0,136.0,low-cost sensor
20.3,89.0,low-cost sensor
20.8,89.0,low-cost sensor
21.4,145.0,low-cost sensor
21.3,56.0,low-cost sensor
25.8,112.0,low-cost sensor
9.4,50.0,low-cost sensor
11.4,50.0,low-cost sensor
48.1,287.0,low-cost sensor
92.3,289.0,low-cost sensor
111.4,289.0,low-cost sensor
40.0,471.0,low-cost sensor
37.8,471.0,low-cost sensor
162.6,1297.0,low-cost sensor
179.4,1297.0,low-cost sensor
150.6,1258.0,low-cost sensor
134.9,1258.0,low-cost sensor
157.9,1172.0,low-cost sensor
184.4,1172.0,low-cost sensor
156.9,971.0,low-cost sensor
31.7,314.0,low-cost sensor
33.2,314.0,low-cost sensor
154.9,297.0,low-cost sensor
176.9,297.0,low-cost sensor
115.2,372.0,low-cost sensor
172.6,372.0,low-cost sensor
145.4,372.0,low-cost sensor
33.8,266.0,low-cost sensor
38.5,266.0,low-cost sensor
87.3,239.0,low-cost sensor
123.4,239.0,low-cost sensor
89.2,829.0,low-cost sensor
118.7,829.0,low-cost sensor
124.3,842.0,low-cost sensor
128.6,842.0,low-cost sensor
55.7,487.0,low-cost sensor
55.3,487.0,low-cost sensor
71.9,282.0,low-cost sensor
36.1,223.0,low-cost sensor
